21,"ABDULLAH P. ULUMANDO, SE."
22,"ABRAHAM LIYANTO, IR"
23,"AGUSTINUS LESEK, S.FIL."
24,"ALEKSIUS ARMANJAYA, S.S., M.H."
25,"ANGELIUS WAKE KAKO, S.Pd., M.Si."
26,"ANTONIUS F. BETHAN, S.Ag."
27,"dr. ASYERA RESPATI A. WUNDALERO"
28,"BERNALDUS YOHANES RALDY DOY, M.Si."
29,"DAVID SUTARTO, ST."
30,"Drs. DJATA DOMINIKUS, M.Si."
31,"FLAVIANUS NESTOR EMBUN"
32,"FRANSISKUS RAMLI, S.H."
33,"FRANSISKUS SALEM, SH., M.Si."
34,"HILDA MANAFE, SE., MM."
35,"Dr. HYRONIMUS AGUSTINUS FERNANDEZ, dr., M.Kes."
36,"JEVRIANUS BILI"
37,"JIMMI WILLIBAIDUS SIANTO, SE., MM."
38,"JOHANES FRANSISKUS RIBERU"
39,"Ir. KAREL JANI MBOEIK"
40,"KORNELIS SOI, SH."
41,"LUSIA ADINDA DUA NURAK, S.Pd., MM."
42,"MARTHINUS J.E. MEDAH, SE."
43,"MARTINUS SIKI, SH., MH."
44,"MARTINUS SUWARDI MANTRO, S.Si."
45,"Dr. phil. NORBERTUS JEGALUS, MA"
46,"Drs. PRAMODHANA PURNALAKSITA"
47,"RONNY NUBATONIS, ST."
48,"Ir. SARAH LERY MBOEIK"
49,"SERVATIUS LAWANG, SH., M.M."
50,"SYAFRUDIN ATASOGE, S.Pd., M.Pd."
51,"VENTJE JR ABANIT, SE."
52,"Drs. H. YAHIDIN UMAR, M.Si."
53,"Drs. YAKUB BOBO, MT."
54,"YEREMIAS NDOEN, ST., M.Si."
55,"YUSTINA GOO, S.Pd., M.Kes."
56,"Dr. YUSTINA NDUNG, S.Pd., M.Si."
